Code,Fund_Name,latest_price,fund_house,currency,Fund_class_inception_date,Fund_size_Million_currency,Fund_size_Million_amount,Fund_size_Million_date,HSBC_risk_level,fiftytwoweek_range_currency,fiftytwoweek_range_min,fiftytwoweek_range_max,HSBC_investment_category,Investment_style,Investment_instrument,Annualised_return,Morningstar_rating_out_of_five,HSBC_initial_charge,Annual_management_fee_max,HSBC_min_investment_amount_unit,HSBC_min_investment_amount,HSBC_min_investment_amount_USD,Annualised_returns: 1 month,Annualised_returns: 3 month,Annualised_returns: 6 month,Annualised_returns: 1 year,Annualised_returns: 3 year,Annualised_returns: 5 year,Annualised_returns: 10 year,Asset allocation: Stock,Asset allocation: Bond,Asset allocation: Cash,Asset allocation: Cash & Equivalents,Asset allocation: Derivative,Asset allocation: Others,Financial Services,Real Estate,Corporate,Healthcare,Utilities,Basic Materials,Communication Services,Energy,Consumer Cyclical,Industrials,Securitized,Government,Consumer Defensive,Technology,United States,Latin America,Canada,United Kingdom,Europe - Emerging,Europe - ex Euro,Eurozone,Australasia,Asia - Developed,Asia - Emerging,Middle East,Japan,Africa,Equity_holdings_sector_max,Equity_holdings_country_max
U61710,BlackRock World Energy Fund (Class A2-EUR) U61710,15.97,BlackRock,EUR,2001-04-06,USD,2332.81,2021-12-31,5,EUR,9.79,17.03,Commodity Funds,Value,"Stock, Bond, Cash",0.0424,3.0,0.03,0.0175,EUR,850.0,952.0,0.0931,0.0562,0.3615,0.5657,0.0429,-0.019,-0.0149,0.9922,0.0001,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.9746,0.0,0.0,0.0,0.0,0.0083,0.0,0.4972,0.0,0.204,0.1158,0.011,0.0499,0.0944,0.02,0.0,0.0,0.0,0.0,0.0,Energy,United States
U43242,BlackRock World Energy Fund (Class A2) U43242,18.0,BlackRock,USD,2001-04-06,USD,2332.81,2021-12-31,5,USD,11.83,19.36,Commodity Funds,Value,"Stock, Bond, Cash",0.0398,3.0,0.03,0.0175,USD,1000.0,1000.0,0.0896,0.0256,0.3043,0.4563,0.0394,-0.0093,-0.0285,0.9922,0.0001,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.9746,0.0,0.0,0.0,0.0,0.0083,0.0,0.4972,0.0,0.204,0.1158,0.011,0.0499,0.0944,0.02,0.0,0.0,0.0,0.0,0.0,Energy,United States
U62680,MRF-HSBC Jintrust Dynamic Strategy Mixed Sec Inv FD (Class H DIST CASH) U62680,3.0565,HSBC Jintrust Fund Management Company Limited,CNY,2016-06-27,USD,1290.87,2021-09-30,5,CNY,2.284,3.4235,Mutual Recognition of Funds - Equity/Mixed Asset,Blend,"Stock, Bond, Cash, Others",0.515,5.0,0.03,0.015,CNY,10000.0,1600.0,-0.0336,-0.0533999999999999,0.0287,0.2531,0.4511,0.2405999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,United States
U62253,NINETY ONE GSF-GLOBAL NATURAL RESOURCES FUND (A) INCOME SHARES (CASH) U62253,12.18,Ninety One,USD,2008-01-31,USD,347.79,2022-01-25,5,USD,9.24,12.83,Commodity Funds,Value,"Stock, Cash, Others",0.1689,4.0,0.03,0.015,USD,1000.0,1000.0,0.0446,0.0012,0.1481,0.2757,0.1578999999999999,0.0753,0.01,0.9456,0.0,0.0177,0.0,0.0,0.0368,0.0,0.0,0.0,0.0,0.0089,0.4757,0.0,0.3794,0.0017,0.015,0.0,0.0,0.0557,0.0092,0.2134,0.0428,0.1145,0.1448,0.0146,0.177,0.1973,0.0335,0.0018,0.0056,0.0,0.0003,0.0,Basic Materials,United States
U62254,NINETY ONE GSF-GLOBAL NATURAL RESOURCES FUND (A) INCOME SHARES (UNIT) U62254,12.18,Ninety One,USD,2008-01-31,USD,347.79,2022-01-25,5,USD,9.24,12.83,Commodity Funds,Value,"Stock, Cash, Others",0.1689,4.0,0.03,0.015,USD,1000.0,1000.0,0.0446,0.0012,0.1481,0.2757,0.1578999999999999,0.0753,0.01,0.9456,0.0,0.0177,0.0,0.0,0.0368,0.0,0.0,0.0,0.0,0.0089,0.4757,0.0,0.3794,0.0017,0.015,0.0,0.0,0.0557,0.0092,0.2134,0.0428,0.1145,0.1448,0.0146,0.177,0.1973,0.0335,0.0018,0.0056,0.0,0.0003,0.0,Basic Materials,United States
U42568,Fidelity Funds - Global Financial Services Fund (Class A-ADIST Unit) U42568,48.32,Fidelity Investment Managers,EUR,2000-09-01,USD,2462.19,2021-12-31,5,EUR,37.54,52.01,Specialised Sector Equity,Blend,"Stock, Bond, Cash, Others",0.1694,4.0,0.03,0.015,EUR,850.0,952.0,-0.0272,-0.0623,0.0412,0.2502,0.1307,0.0827,0.1173,0.9605,0.0028,0.0356,0.0,0.0,0.0011,0.859,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0272,0.0145,0.0,0.0,0.0,0.0296,0.5624,0.0346,0.0,0.0757,0.0255,0.0367,0.1114,0.0,0.0516,0.0495,0.0,0.0084,0.0,Financial Services,United States
U61774,FIDELITY FUNDS - GLOBAL PROPERTY FUND (CLASS A-EUR-ADIST CASH) U61774,17.4,Fidelity Investment Managers,EUR,2005-12-05,USD,292.52,2021-12-31,4,EUR,14.34,18.49,Global Property,Blend,"Stock, Cash, Others",0.1159,3.0,0.03,0.015,EUR,850.0,952.0,-0.0365,0.0034999999999999,0.0014,0.2165,0.0641,0.0475,0.0778,0.9906,0.0,0.0093,0.0,0.0,0.0001,0.0,0.9906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.0,0.0,0.0618,0.0,0.0,0.1078,0.0305,0.0434,0.0286,0.0,0.0771,0.0,Real Estate,United States
U62464,HSBC GIF - Indian Equity (CLASS AD -HKD) U62464,14.162,HSBC Global Asset Management  (Hong Kong) Limited,HKD,2011-06-01,USD,1163.08,2022-01-25,5,HKD,11.194,15.219,Single Market Equity - Others,Blend,"Stock, Cash, Others",0.1338,2.0,0.03,0.015,HKD,10000.0,1300.0,0.003,-0.02,0.0953999999999999,0.2292,0.1387,0.1047,0.0673,1.0279,0.0,0.0076,0.0,0.0,0.0,0.2903,0.0384,0.0,0.0811,0.0139,0.1159,0.0186,0.0896,0.0891,0.063,0.0,0.0,0.0561,0.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279,0.0,0.0,0.0,Financial Services,Asia - Emerging
U40088,HSBC Indian Equity Fund (Class AD) U40088,251.472,HSBC Global Asset Management  (Hong Kong) Limited,USD,1996-03-01,USD,1163.08,2022-01-25,5,USD,199.57,270.136,Single Market Equity - Others,Blend,"Stock, Cash, Others",0.1354,2.0,0.03,0.015,USD,1000.0,1000.0,0.0048,-0.0214,0.0931,0.2239999999999999,0.1416,0.1039,0.0669,1.0279,0.0,0.0076,0.0,0.0,0.0,0.2903,0.0384,0.0,0.0811,0.0139,0.1159,0.0186,0.0896,0.0891,0.063,0.0,0.0,0.0561,0.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279,0.0,0.0,0.0,Financial Services,Asia - Emerging
U61709,BlackRock World Mining Fund (Class A2-EUR) U61709,55.91,BlackRock,EUR,2001-04-06,USD,6858.19,2021-12-31,5,EUR,44.0,60.81,Commodity Funds,Value,"Stock, Bond, Cash, Others",0.2313,3.0,0.03,0.0175,EUR,850.0,952.0,0.0242,0.0588999999999999,0.0593,0.2037,0.211,0.1088,0.0056999999999999,0.9847,0.0001,0.0102,0.0,0.0,0.005,0.0062,0.0,0.0,0.0,0.0,0.9731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372,0.1626,0.2198,0.1837,0.0185,0.101,0.0,0.1132,0.0,0.0,0.0,0.0,0.0433,Basic Materials,Canada
U63147,PICTET -  PREMIUM BRANDS (HP-USD-ACC) U63147,371.87,Pictet Asset Management (Hong Kong) Ltd,USD,2010-11-16,USD,2494.0,2022-01-25,4,USD,300.82,428.21,Specialised Sector Equity,Growth,"Stock, Bond, Cash",0.2916,,0.03,0.016,USD,1000.0,1000.0,-0.0993,-0.0501999999999999,-0.0214,0.2026,0.2266,0.1616,0.1141,0.9854,0.0032,0.0114,0.0,0.0,0.0,0.0796,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.5456,0.0,0.0,0.0,0.2476,0.0672,0.4467,0.0,0.0092,0.072,0.0,0.0844,0.3411,0.0,0.0,0.0088,0.0,0.0232,0.0,Consumer Cyclical,United States
U63146,PICTET -  PREMIUM BRANDS (P-EUR-ACC) U63146,256.32,Pictet Asset Management (Hong Kong) Ltd,EUR,2005-05-31,USD,2494.0,2022-01-25,4,EUR,208.65,295.4,Specialised Sector Equity,Growth,"Stock, Bond, Cash",0.2732,4.0,0.03,0.016,EUR,850.0,952.0,-0.1005,-0.0518,-0.0248,0.1949,0.2097,0.143,0.1063,0.9854,0.0032,0.0114,0.0,0.0,0.0,0.0796,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.5456,0.0,0.0,0.0,0.2476,0.0672,0.4467,0.0,0.0092,0.072,0.0,0.0844,0.3411,0.0,0.0,0.0088,0.0,0.0232,0.0,Consumer Cyclical,United States
U62672,HSBC GIF - EUROLAND VALUE (CLASS AD-USDH-ADIST-CASH) U62672,12.631,HSBC Global Asset Management  (Hong Kong) Limited,USD,2015-04-21,USD,591.94,2022-01-25,5,USD,10.314,13.347,European Equity - Broad,Value,"Stock, Cash",0.1336,,0.03,0.015,USD,1000.0,1000.0,0.0034999999999999,0.0069,0.0387,0.2171999999999999,0.1067999999999999,0.0633,,0.9931,0.0,0.0069,0.0,0.0,0.0,0.1928,0.0139,0.0,0.0865,0.056,0.0598,0.0868,0.0709,0.0858,0.2319,0.0,0.0,0.0725,0.0282,0.0,0.0168,0.0,0.0138,0.0,0.0,0.9554,0.0,0.0,0.0,0.0,0.0,0.0,Industrials,Eurozone
U40111,HSBC Global Investment Funds - Economic Scale US Equity (Class PD) U40111,70.25,HSBC Global Asset Management  (Hong Kong) Limited,USD,1987-01-16,USD,311.59,2022-01-25,4,USD,57.994,76.293,US Equity - Broad,Value,"Stock, Cash",0.2197,4.0,0.03,0.004,USD,1000.0,1000.0,-0.0431,-0.0339,0.0109,0.1862,0.1593,0.1139,0.1168,1.0015,0.0,0.0,0.0,0.0,0.0,0.1545,0.0198,0.0,0.1092,0.0142,0.0268,0.0745,0.0452,0.1376,0.1458,0.0,0.0,0.1054,0.1686,0.9833,0.0004,0.0005,0.0064,0.0004,0.0042,0.0003,0.0,0.0044,0.0016,0.0,0.0,0.0,Technology,United States
U61621,HSBC GIF -EUROLAND VALUE (CLASS AD-EUR-ADIST-UNIT) U61621,41.66,HSBC Global Asset Management  (Hong Kong) Limited,EUR,2003-04-04,USD,591.94,2022-01-25,5,EUR,34.291,44.039,European Equity - Broad,Value,"Stock, Cash",0.1139,2.0,0.03,0.015,EUR,850.0,952.0,0.0023,0.0042,0.0341,0.2069,0.0881,0.0433,0.0798,0.9931,0.0,0.0069,0.0,0.0,0.0,0.1928,0.0139,0.0,0.0865,0.056,0.0598,0.0868,0.0709,0.0858,0.2319,0.0,0.0,0.0725,0.0282,0.0,0.0168,0.0,0.0138,0.0,0.0,0.9554,0.0,0.0,0.0,0.0,0.0,0.0,Industrials,Eurozone
U61074,Fidelity Funds - India Focus Fund (Class A) U61074,69.26,Fidelity Investment Managers,USD,2004-08-23,USD,2281.97,2021-12-31,5,USD,57.13,75.13,Single Market Equity - Others,Growth,"Stock, Cash",0.1528,4.0,0.03,0.015,USD,1000.0,1000.0,-0.0049,-0.0397,0.0302999999999999,0.1767,0.1474,0.1301,0.0983,1.0237,0.0,0.0,0.0,0.0,0.0,0.2932,0.0112,0.0,0.0761,0.0203,0.1001,0.0073,0.045,0.135,0.0811,0.0,0.0,0.0709,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237,0.0,0.0,0.0,Financial Services,Asia - Emerging
U42276,FIDELITY FUNDS - EUROPEAN GROWTH FUND (CLASS A-ADIST UNIT) U42276,17.67,Fidelity Investment Managers,EUR,1990-10-01,USD,8309.98,2021-12-31,4,EUR,14.93,18.45,European Equity - Broad,Value,"Stock, Bond, Cash",0.1073,3.0,0.03,0.015,EUR,1000.0,1120.0,-0.0189,0.0006,0.0457,0.1592,0.0756,0.0484999999999999,0.0781,0.9928,0.0004,0.0068,0.0,0.0,0.0,0.1627,0.0169,0.0,0.1792,0.018,0.0,0.1056,0.0406,0.0797,0.0597,0.0,0.0,0.2126,0.1176,0.0016,0.0,0.0,0.3955,0.0,0.1078,0.4878,0.0,0.0,0.0,0.0,0.0,0.0,Consumer Defensive,Eurozone
U62851,Fidelity Funds-Global Financial Services Fund (Class A-USD-ADIST-Cash) U62851,18.06,Fidelity Investment Managers,USD,2013-10-16,USD,2462.19,2021-12-31,5,USD,15.09,19.89,Specialised Sector Equity,Blend,"Stock, Bond, Cash, Others",0.1666,4.0,0.03,0.015,USD,1000.0,1000.0,-0.0296,-0.0888,-0.0011,0.1621999999999999,0.1267,0.0934,,0.9605,0.0028,0.0356,0.0,0.0,0.0011,0.859,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0272,0.0145,0.0,0.0,0.0,0.0296,0.5624,0.0346,0.0,0.0757,0.0255,0.0367,0.1114,0.0,0.0516,0.0495,0.0,0.0084,0.0,Financial Services,United States
U61771,FIDELITY FUNDS - GLOBAL PROPERTY FUND (CLASS A-USD-ADIST CASH) U61771,16.72,Fidelity Investment Managers,USD,2005-12-05,USD,292.52,2021-12-31,4,USD,14.7,17.96,Global Property,Blend,"Stock, Cash, Others",0.1132,3.0,0.03,0.015,USD,1000.0,1000.0,-0.0395999999999999,-0.0250999999999999,-0.0395999999999999,0.1309,0.0601,0.0578,0.0629,0.9906,0.0,0.0093,0.0,0.0,0.0001,0.0,0.9906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.0,0.0,0.0618,0.0,0.0,0.1078,0.0305,0.0434,0.0286,0.0,0.0771,0.0,Real Estate,United States
U62577,JPM AMERICA EQUITY A (ACC) - HKD U62577,35.18,J.P. Morgan Asset Management,HKD,2013-02-06,USD,3554.26,2022-01-25,4,HKD,30.3,38.82,US Equity - Broad,Blend,"Stock, Cash",0.246,3.0,0.03,0.015,HKD,10000.0,1300.0,-0.0742,-0.0333,-0.0162,0.1225,0.1858,0.149,,0.974,0.0,0.026,0.0,0.0,0.0,0.1833,0.0491,0.0,0.1289,0.0196,0.0146,0.0808,0.038,0.1483,0.0803,0.0,0.0,0.0272,0.2038,0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technology,United States
U62674,FIDELITY FUNDS - EUROPEAN GROWTH FUND (A-USDH-ACCUMULATION) U62674,16.93,Fidelity Investment Managers,USD,2014-01-10,USD,8309.98,2021-12-31,4,USD,14.47,17.65,European Equity - Broad,Value,"Stock, Bond, Cash",0.1142,,0.03,0.015,USD,1000.0,1000.0,-0.0214,-0.0024,0.0374,0.1416,0.0851,0.0646,,0.9928,0.0004,0.0068,0.0,0.0,0.0,0.1627,0.0169,0.0,0.1792,0.018,0.0,0.1056,0.0406,0.0797,0.0597,0.0,0.0,0.2126,0.1176,0.0016,0.0,0.0,0.3955,0.0,0.1078,0.4878,0.0,0.0,0.0,0.0,0.0,0.0,Consumer Defensive,Eurozone
U61144,JPMorgan India (acc) - USD U61144,328.64,J.P. Morgan Asset Management,USD,1989-11-23,USD,707.62,2021-12-31,5,USD,274.48,350.91,Single Market Equity - Others,Growth,"Stock, Cash",0.0815,1.0,0.03,0.015,USD,1000.0,1000.0,0.011,-0.027,0.0574,0.1502,0.0992,0.0704,0.063,1.0037,0.0,0.0,0.0,0.0,0.0,0.3289,0.0,0.0,0.0328,0.0193,0.0516,0.0335,0.0838,0.0905,0.0861,0.0,0.0,0.0678,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0037,0.0,0.0,0.0,Financial Services,Asia - Emerging
U62668,Allianz European Equity Dividend Class AM (H2-USD-MDIST-Cash) U62668,9.61,Allianz Global Investors Asia Pacific Limited,USD,2013-10-02,USD,2532.05,2022-01-25,4,USD,8.65,10.04,European Equity - Broad,Value,"Stock, Bond, Cash, Others",0.0575,,0.03,0.018,USD,1000.0,1000.0,0.0033,0.0102,0.0368,0.1396,0.0382,0.0406,,0.9572,0.0032,0.0088,0.0,0.0,0.0308,0.2457,0.0,0.0,0.1273,0.0638,0.1219,0.0205,0.0591,0.0943,0.138,0.0,0.0,0.0759,0.0108,0.0,0.0,0.0,0.1317,0.0,0.2497,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Eurozone
U62728,JPM America Equity A (ADIST UNIT) - USD U62728,314.45,J.P. Morgan Asset Management,USD,1988-11-16,USD,3554.26,2022-01-25,4,USD,271.88,346.63,US Equity - Broad,Blend,"Stock, Cash",0.2489,4.0,0.03,0.015,USD,1000.0,1000.0,-0.0726,-0.0347,-0.0182,0.1183,0.1898,0.149,0.1417,0.974,0.0,0.026,0.0,0.0,0.0,0.1833,0.0491,0.0,0.1289,0.0196,0.0146,0.0808,0.038,0.1483,0.0803,0.0,0.0,0.0272,0.2038,0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technology,United States
U62667,Allianz European Equity Dividend Class AM (H2-HKD-MDIST-Cash) U62667,9.51,Allianz Global Investors Asia Pacific Limited,HKD,2013-10-02,USD,2532.05,2022-01-25,4,HKD,8.59,9.93,European Equity - Broad,Value,"Stock, Bond, Cash, Others",0.0541,,0.03,0.018,HKD,10000.0,1300.0,0.0033,0.0102,0.0359,0.1355,0.0356,0.0356,,0.9572,0.0032,0.0088,0.0,0.0,0.0308,0.2457,0.0,0.0,0.1273,0.0638,0.1219,0.0205,0.0591,0.0943,0.138,0.0,0.0,0.0759,0.0108,0.0,0.0,0.0,0.1317,0.0,0.2497,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Eurozone
U62671,Allianz European Equity Dividend Class AM (H2-SGD-MDIST-Cash) U62671,8.42,Allianz Global Investors Asia Pacific Limited,SGD,2014-04-14,USD,2532.05,2022-01-25,4,SGD,7.6,8.8,European Equity - Broad,Value,"Stock, Bond, Cash, Others",0.0502,,0.03,0.018,SGD,1500.0,1110.0,0.003,0.0095,0.0352,0.1352,0.031,0.0337,,0.9572,0.0032,0.0088,0.0,0.0,0.0308,0.2457,0.0,0.0,0.1273,0.0638,0.1219,0.0205,0.0591,0.0943,0.138,0.0,0.0,0.0759,0.0108,0.0,0.0,0.0,0.1317,0.0,0.2497,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Eurozone
U62669,Allianz European Equity Dividend Class AM (H2-AUD-MDIST-Cash) U62669,9.1,Allianz Global Investors Asia Pacific Limited,AUD,2013-10-02,USD,2532.05,2022-01-25,5,AUD,8.25,9.51,European Equity - Broad,Value,"Stock, Bond, Cash, Others",0.0421,,0.03,0.018,AUD,1500.0,1065.0,0.0022,0.0093,0.0347,0.1329,0.0233,0.0319,,0.9572,0.0032,0.0088,0.0,0.0,0.0308,0.2457,0.0,0.0,0.1273,0.0638,0.1219,0.0205,0.0591,0.0943,0.138,0.0,0.0,0.0759,0.0108,0.0,0.0,0.0,0.1317,0.0,0.2497,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Eurozone
U43241,BlackRock World Mining Fund (Class A2) U43241,63.03,BlackRock,USD,1997-03-24,USD,6858.19,2021-12-31,5,USD,53.12,71.16,Commodity Funds,Value,"Stock, Bond, Cash, Others",0.2279,3.0,0.03,0.0175,USD,1000.0,1000.0,0.0209,0.0282,0.0151,0.1195,0.2071,0.1198,-0.0081999999999999,0.9847,0.0001,0.0102,0.0,0.0,0.005,0.0062,0.0,0.0,0.0,0.0,0.9731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372,0.1626,0.2198,0.1837,0.0185,0.101,0.0,0.1132,0.0,0.0,0.0,0.0,0.0433,Basic Materials,Canada
U62670,Allianz European Equity Dividend Class AM (EUR-MDIST-Cash) U62670,9.55,Allianz Global Investors Asia Pacific Limited,EUR,2013-10-02,USD,2532.05,2022-01-25,4,EUR,8.62,9.97,European Equity - Broad,Value,"Stock, Bond, Cash, Others",0.039,1.0,0.03,0.018,EUR,850.0,952.0,0.0017,0.0085,0.0323,0.1286999999999999,0.0204,0.0208,,0.9572,0.0032,0.0088,0.0,0.0,0.0308,0.2457,0.0,0.0,0.1273,0.0638,0.1219,0.0205,0.0591,0.0943,0.138,0.0,0.0,0.0759,0.0108,0.0,0.0,0.0,0.1317,0.0,0.2497,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Eurozone
U63012,HSBC GIF - US INCOME FOCUSED (CLASS AM3-RMBH-MD-C) U63012,10.413,HSBC Global Asset Management  (Hong Kong) Limited,CNY,2020-01-21,USD,620.22,2022-01-25,3,CNY,9.713,10.989,Multi-Asset - US,Blend,"Stock, Bond, Cash, Others",0.0,,0.03,0.0125,CNY,10000.0,1600.0,-0.0393,-0.0118,0.0118,0.1153,,,,0.4232,0.3699,0.035,0.0357,0.0126,0.1719,0.0424,0.0744,0.2977,0.0456,0.0119,0.007,0.0339,0.0133,0.0469,0.0314,0.0332,0.0409,0.0224,0.0915,0.3236,0.0003,0.0066,0.0001,0.0,0.003,0.0162,0.0006,0.0023,0.0042,0.0004,0.0032,0.0038,Corporate,United States
U62932,Schroder ISF-Taiwanese Equity (Class A-USD-Acc) U62932,38.6785,Schroder Investment Management (HK) Ltd,USD,2008-01-18,USD,361.34,2022-01-25,4,USD,33.1683,41.3575,Single Market Equity - Taiwan,Blend,"Stock, Cash, Others",0.2958,3.0,0.03,0.015,USD,1000.0,1000.0,-0.0383,0.0562999999999999,-0.0040999999999999,0.1177,0.2547,0.1676,0.1304,0.9648,0.0,0.0351,0.0,0.0,0.0001,0.1014,0.0,0.0,0.0238,0.0,0.0847,0.0002,0.0001,0.0718,0.0192,0.0,0.0,0.0207,0.6429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9471,0.0177,0.0,0.0,0.0,Technology,Asia - Developed
U62239,SCHRODER ISF GLOBAL CITIES (CLASS A-USD-ACCUMULATION) U62239,212.8149,Schroder Investment Management (HK) Ltd,USD,2005-10-31,USD,815.16,2022-01-25,4,USD,185.4757,232.575,Global Property,Blend,"Stock, Cash",0.1627,4.0,0.03,0.015,USD,1000.0,1000.0,-0.0612,-0.054,-0.0278,0.1183,0.1025,0.078,0.0655999999999999,0.9595,0.0,0.0405,0.0,0.0,0.0,0.0,0.8948,0.0,0.0,0.0,0.0,0.0141,0.0,0.003,0.0175,0.0,0.0,0.0,0.03,0.6053,0.0,0.0259,0.0541,0.0,0.0101,0.0907,0.0444,0.0309,0.0096,0.0,0.0885,0.0,Real Estate,United States
U36209,JPM TAIWAN A (DIST UNIT) - USD U36209,32.8,J.P. Morgan Asset Management,USD,2001-05-18,USD,265.21,2022-01-25,5,USD,28.04,36.08,Single Market Equity - Taiwan,Growth,"Stock, Cash",0.3384,3.0,0.03,0.015,USD,1000.0,1000.0,-0.0713,0.0272,0.004,0.1109,0.2776,0.1681,0.118,0.9857,0.0,0.0143,0.0,0.0,0.0,0.1241,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.1072,0.0,0.0,0.0,0.0,0.7354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685,0.0172,0.0,0.0,0.0,Technology,Asia - Developed
U39849,FIDELITY FUNDS - AUSTRALIAN DIVERSIFIED EQUITY FUND (CLASS A-ADIST UNIT) U39849,79.2,Fidelity Investment Managers,AUD,1991-12-06,USD,471.87,2021-12-31,5,AUD,70.99,88.59,Single Market Equity - Australia,Blend,"Stock, Bond, Cash, Others",0.1727,4.0,0.03,0.015,AUD,1500.0,1065.0,-0.0825,-0.0828,-0.0481,0.0951999999999999,0.1144999999999999,0.0905,0.0957,0.9583,0.0039,0.0354,0.0,0.0,0.0024,0.2764,0.0612,0.0,0.1709,0.0,0.1584,0.0474,0.027,0.0501,0.0423,0.0,0.0,0.1209,0.0089,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.9521,0.0,0.0,0.0,0.0,0.0,Financial Services,Australasia
U62786,FIDELITY FUNDS - AUSTRALIAN DIVERSIFIED EQUITY FUND (CLASS A-ACC-AUD) U62786,25.91,Fidelity Investment Managers,AUD,2006-09-25,USD,471.87,2021-12-31,5,AUD,23.15,28.99,Single Market Equity - Australia,Blend,"Stock, Bond, Cash, Others",0.1729,4.0,0.03,0.015,AUD,1500.0,1065.0,-0.0825,-0.0832,-0.0484999999999999,0.0951,0.1144,0.0905,0.0957,0.9583,0.0039,0.0354,0.0,0.0,0.0024,0.2764,0.0612,0.0,0.1709,0.0,0.1584,0.0474,0.027,0.0501,0.0423,0.0,0.0,0.1209,0.0089,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.9521,0.0,0.0,0.0,0.0,0.0,Financial Services,Australasia
U62654,INVESCO CONTINENTAL EUROPEAN SMALL CAP EQUITY FUND(CLASS A-USDH-ACC) U62654,23.32,INVESCO Asset Management Asia Limited,USD,2018-09-07,USD,578.12,2021-11-30,5,USD,20.75,25.91,European Equity - Small Cap,Blend,"Stock, Cash",0.2237,,0.03,0.015,USD,1500.0,1500.0,-0.0608,-0.0642,-0.0395,0.0933,0.1551,0.1021,,1.0065,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.0,0.0558,0.051,0.0615,0.0164,0.0,0.1903,0.2611,0.0,0.0,0.0227,0.2098,0.0,0.0,0.0,0.0101,0.0,0.2346,0.7615,0.0,0.0,0.0,0.0,0.0,0.0,Industrials,Eurozone
U63021,CAPITAL GROUP CAPITAL INCOME BUILDER (LUX) BFDMH-CNY (MD-C) U63021,78.58,Capital International Management Company,CNY,2019-04-01,USD,377.68,2022-01-25,4,CNY,70.09,81.08,Multi-Asset - Global,Value,"Stock, Bond, Cash, Others",0.0,,0.03,0.015,CNY,10000.0,1600.0,-0.0062,0.0109,0.0342,0.1193,,,,0.7868,0.1729,0.0291,0.0291,0.0,0.0112,0.1599,0.0742,0.0564,0.0782,0.0692,0.0378,0.0409,0.0485,0.0311,0.0469,0.0302,0.0973,0.0938,0.1063,0.1619,0.0123,0.0507,0.0655,0.0059,0.0499,0.0693,0.0042,0.0459,0.0283,0.0019,0.0103,0.0,Financial Services,United States
U62944,AB - Low Volatility Equity Portfolio (Class AD-HKD-MD-C) U62944,174.77,AllianceBernstein Hong Kong Limited,HKD,2014-02-26,USD,4204.77,2022-01-25,4,HKD,159.51,189.96,Global Equity - Broad,Blend,Stock,0.158,3.0,0.03,0.015,HKD,10000.0,1300.0,-0.0639,-0.0501,-0.0187,0.1036,0.1112,0.098,,1.0,0.0,0.0,0.0,0.0,0.0,0.1901,0.0074,0.0,0.1183,0.0313,0.011,0.1176,0.0179,0.0857,0.0847,0.0,0.0,0.0955,0.2404,0.6197,0.0,0.0503,0.0456,0.0,0.1075,0.0834,0.0,0.0265,0.0053,0.0125,0.0494,0.0,Technology,United States
