Code,Fund_Name,latest_price,fund_house,currency,Fund_class_inception_date,Fund_size_Million_currency,Fund_size_Million_amount,Fund_size_Million_date,HSBC_risk_level,fiftytwoweek_range_currency,fiftytwoweek_range_min,fiftytwoweek_range_max,HSBC_investment_category,Investment_style,Investment_instrument,Annualised_return,Morningstar_rating_out_of_five,HSBC_initial_charge,Annual_management_fee_max,HSBC_min_investment_amount_unit,HSBC_min_investment_amount,HSBC_min_investment_amount_USD,Annualised_returns: 1 month,Annualised_returns: 3 month,Annualised_returns: 6 month,Annualised_returns: 1 year,Annualised_returns: 3 year,Annualised_returns: 5 year,Annualised_returns: 10 year,Asset allocation: Stock,Asset allocation: Bond,Asset allocation: Cash,Asset allocation: Cash & Equivalents,Asset allocation: Derivative,Asset allocation: Others,Financial Services,Real Estate,Corporate,Healthcare,Utilities,Basic Materials,Communication Services,Energy,Consumer Cyclical,Industrials,Securitized,Government,Consumer Defensive,Technology,United States,Latin America,Canada,United Kingdom,Europe - Emerging,Europe - ex Euro,Eurozone,Australasia,Asia - Developed,Asia - Emerging,Middle East,Japan,Africa,Equity_holdings_sector_max,Equity_holdings_country_max
U62756,Capital Group New Perspective Fund (LUX) B (Hedge Class) - SGD (Accumulation) U62756,29.08,Capital International Management Company,SGD,2015-10-30,USD,16219.66,2022-01-25,4,SGD,27.11,33.36,Global Equity - Broad,Growth,"Stock, Cash, Others",0.2524,,0.03,0.015,SGD,1500.0,1110.0,-0.103,-0.0986,-0.061,0.0147,0.1827,0.1439,,0.9679,0.0,0.0316,0.0,0.0,0.0005,0.1134,0.006,0.0,0.1192,0.0119,0.0518,0.1035,0.0232,0.194,0.0808,0.0,0.0,0.0477,0.2156,0.5618,0.0173,0.0178,0.0347,0.005,0.0712,0.1377,0.0052,0.0658,0.0162,0.0016,0.031,0.0025,Technology,United States
U62832,Allianz US Short Duration High Income Bond (Class AM-USD-MDIST-Cash) U62832,9.74,Allianz Global Investors Asia Pacific Limited,USD,2015-12-10,USD,1810.71,2022-01-25,4,USD,9.74,10.07,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0538,2.0,0.02,0.0129,USD,1000.0,1000.0,-0.0084,-0.0059,-0.0016,0.0241,0.0435,0.0354,,0.0,0.9618,0.0319,0.0319,0.0,0.0063,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0026,0.0,0.1139,0.0,0.0,0.0465,0.0,0.0,0.0196,0.0,0.0,0.0012,Corporate,United States
U62835,Allianz US Short Duration High Income Bond (Class AM-SGD-H2-MDIST-Cash) U62835,9.22,Allianz Global Investors Asia Pacific Limited,SGD,2016-08-16,USD,1810.71,2022-01-25,4,SGD,9.22,9.56,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0499,,0.02,0.0129,SGD,1500.0,1110.0,-0.0089,-0.0062,-0.0017,0.0243,0.0395999999999999,0.0301,,0.0,0.9618,0.0319,0.0319,0.0,0.0063,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0026,0.0,0.1139,0.0,0.0,0.0465,0.0,0.0,0.0196,0.0,0.0,0.0012,Corporate,United States
U62579,HSBC Portfolios - World Selection 3 (AC) - AUDH U62579,14.1692,HSBC Global Asset Management  (Hong Kong) Limited,AUD,2014-04-28,USD,1216.67,2022-01-25,4,AUD,13.7033,14.9736,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0974,,0.03,0.012,AUD,1500.0,1065.0,-0.0395,-0.0428,-0.035,0.0138,0.0624,0.0506,,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U62974,HSBC PORTFOLIOS - WORLD SELECTION 3 (AMFLX-AUDH-MD-C) U62974,105.4121,HSBC Global Asset Management  (Hong Kong) Limited,AUD,2019-04-16,USD,1216.67,2022-01-25,4,AUD,104.4381,112.4033,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0,,0.03,0.012,AUD,1500.0,1065.0,-0.0395,-0.0426,-0.0347,0.0138,,,,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U62600,HSBC Portfolios - World Selection 3 (AM-AUDH-MDIST-CASH) U62600,10.7527,HSBC Global Asset Management  (Hong Kong) Limited,AUD,2014-07-01,USD,1216.67,2022-01-25,4,AUD,10.5851,11.431,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0979,,0.03,0.012,AUD,1500.0,1065.0,-0.0394,-0.0429,-0.0352,0.0137,0.0628,0.0509,,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U43170,Fidelity Funds - US High Yield Fund (Class A-ADIST Cash) U43170,12.17,Fidelity Investment Managers,USD,2001-09-05,USD,4421.34,2021-12-31,4,USD,12.15,12.71,High Yield Bond - US,Blend,"Stock, Bond, Cash, Others",0.0782,4.0,0.02,0.01,USD,1000.0,1000.0,-0.0185,-0.0146,-0.0044,0.0339,0.0558,0.0472,0.0533999999999999,0.0237,0.9026,0.0657,0.0647,0.001,0.008,0.0,0.0,0.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0091,0.0357,0.0186,0.0,0.0,0.0328,0.003,0.0057,0.0007,0.0053,0.0,0.0132,Corporate,United States
U43171,Fidelity Funds - US High Yield Fund (Class A-ADIST Unit) U43171,12.17,Fidelity Investment Managers,USD,2001-09-05,USD,4421.34,2021-12-31,4,USD,12.15,12.71,High Yield Bond - US,Blend,"Stock, Bond, Cash, Others",0.0782,4.0,0.02,0.01,USD,1000.0,1000.0,-0.0185,-0.0146,-0.0044,0.0339,0.0558,0.0472,0.0533999999999999,0.0237,0.9026,0.0657,0.0647,0.001,0.008,0.0,0.0,0.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0091,0.0357,0.0186,0.0,0.0,0.0328,0.003,0.0057,0.0007,0.0053,0.0,0.0132,Corporate,United States
U62836,Allianz US Short Duration High Income Bond (Class AM-AUD-H2-MDIST-Cash) U62836,9.27,Allianz Global Investors Asia Pacific Limited,AUD,2016-12-01,USD,1810.71,2022-01-25,4,AUD,9.27,9.61,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0474,,0.02,0.0129,AUD,1500.0,1065.0,-0.0078,-0.0062,-0.0028,0.0231,0.0366999999999999,0.032,,0.0,0.9618,0.0319,0.0319,0.0,0.0063,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0026,0.0,0.1139,0.0,0.0,0.0465,0.0,0.0,0.0196,0.0,0.0,0.0012,Corporate,United States
U43172,Fidelity Funds - US High Yield Fund (Class A-MDIST Cash) U43172,11.41,Fidelity Investment Managers,USD,2003-06-09,USD,4421.34,2021-12-31,4,USD,11.36,11.76,High Yield Bond - US,Blend,"Stock, Bond, Cash, Others",0.0779,4.0,0.02,0.01,USD,1000.0,1000.0,-0.0182,-0.0148,-0.0045,0.0337,0.0556,0.0472,0.0533999999999999,0.0237,0.9026,0.0657,0.0647,0.001,0.008,0.0,0.0,0.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0091,0.0357,0.0186,0.0,0.0,0.0328,0.003,0.0057,0.0007,0.0053,0.0,0.0132,Corporate,United States
U43173,Fidelity Funds - US High Yield Fund (Class A-MDIST Unit) U43173,11.41,Fidelity Investment Managers,USD,2003-06-09,USD,4421.34,2021-12-31,4,USD,11.36,11.76,High Yield Bond - US,Blend,"Stock, Bond, Cash, Others",0.0779,4.0,0.02,0.01,USD,1000.0,1000.0,-0.0182,-0.0148,-0.0045,0.0337,0.0556,0.0472,0.0533999999999999,0.0237,0.9026,0.0657,0.0647,0.001,0.008,0.0,0.0,0.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0091,0.0357,0.0186,0.0,0.0,0.0328,0.003,0.0057,0.0007,0.0053,0.0,0.0132,Corporate,United States
U62837,Allianz US Short Duration High Income Bond (Class AM-GBP-H2-MDIST-Cash) U62837,9.38,Allianz Global Investors Asia Pacific Limited,GBP,2016-12-01,USD,1810.71,2022-01-25,4,GBP,9.38,9.69,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0427,,0.02,0.0129,GBP,650.0,871.0,-0.0092,-0.0074,-0.0033,0.0219,0.0324,0.0233,,0.0,0.9618,0.0319,0.0319,0.0,0.0063,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0026,0.0,0.1139,0.0,0.0,0.0465,0.0,0.0,0.0196,0.0,0.0,0.0012,Corporate,United States
U62754,Capital Group New Perspective Fund (LUX) B (Hedge Class) - EUR (Accumulation) U62754,17.29,Capital International Management Company,EUR,2015-10-30,USD,16219.66,2022-01-25,4,EUR,16.15,19.83,Global Equity - Broad,Growth,"Stock, Cash, Others",0.2393,,0.03,0.015,EUR,850.0,952.0,-0.1027999999999999,-0.0984999999999999,-0.0603,0.0129,0.1702,0.1272,,0.9679,0.0,0.0316,0.0,0.0,0.0005,0.1134,0.006,0.0,0.1192,0.0119,0.0518,0.1035,0.0232,0.194,0.0808,0.0,0.0,0.0477,0.2156,0.5618,0.0173,0.0178,0.0347,0.005,0.0712,0.1377,0.0052,0.0658,0.0162,0.0016,0.031,0.0025,Technology,United States
U62755,Capital Group New Perspective Fund (LUX) B (Hedge Class) - GBP (Accumulation) U62755,12.77,Capital International Management Company,GBP,2015-10-30,USD,16219.66,2022-01-25,5,GBP,11.91,14.66,Global Equity - Broad,Growth,"Stock, Cash, Others",0.2444,,0.03,0.015,GBP,650.0,871.0,-0.1032,-0.0982,-0.061,0.0118999999999999,0.1766,0.1353,,0.9679,0.0,0.0316,0.0,0.0,0.0005,0.1134,0.006,0.0,0.1192,0.0119,0.0518,0.1035,0.0232,0.194,0.0808,0.0,0.0,0.0477,0.2156,0.5618,0.0173,0.0178,0.0347,0.005,0.0712,0.1377,0.0052,0.0658,0.0162,0.0016,0.031,0.0025,Technology,United States
U62765,Fidelity Funds - Asia Pacific Dividend Fund A-MINCOME CASH (G)-USD U62765,14.77,Fidelity Investment Managers,USD,2013-01-24,USD,319.11,2021-12-31,4,USD,14.19,15.33,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Cash, Others",0.1547,4.0,0.03,0.015,USD,1000.0,1000.0,0.0107,0.0076,0.0077,0.0256,0.1313,0.108,,0.9772,0.0,0.0226,0.0,0.0,0.0001,0.1624,0.1155,0.0,0.0,0.1266,0.0278,0.05,0.0509,0.0666,0.0287,0.0,0.0,0.104,0.2082,0.0,0.0,0.0,0.0244,0.0,0.0207,0.0364,0.0691,0.5081,0.2979,0.0,0.0207,0.0,Technology,Asia - Developed
U43415,Fidelity Funds-Asia Pacific Dividend Fund (Class A-SDIST Cash) U43415,30.8,Fidelity Investment Managers,USD,2004-12-16,USD,319.11,2021-12-31,4,USD,29.33,31.63,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Cash, Others",0.1549,4.0,0.03,0.015,USD,1000.0,1000.0,0.0115,0.0079,0.0079,0.0256,0.1315,0.1082,0.0844999999999999,0.9772,0.0,0.0226,0.0,0.0,0.0001,0.1624,0.1155,0.0,0.0,0.1266,0.0278,0.05,0.0509,0.0666,0.0287,0.0,0.0,0.104,0.2082,0.0,0.0,0.0,0.0244,0.0,0.0207,0.0364,0.0691,0.5081,0.2979,0.0,0.0207,0.0,Technology,Asia - Developed
U43416,Fidelity Funds-Asia Pacific Dividend Fund (Class A-SDIST Unit) U43416,30.8,Fidelity Investment Managers,USD,2004-12-16,USD,319.11,2021-12-31,4,USD,29.33,31.63,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Cash, Others",0.1549,4.0,0.03,0.015,USD,1000.0,1000.0,0.0115,0.0079,0.0079,0.0256,0.1315,0.1082,0.0844999999999999,0.9772,0.0,0.0226,0.0,0.0,0.0001,0.1624,0.1155,0.0,0.0,0.1266,0.0278,0.05,0.0509,0.0666,0.0287,0.0,0.0,0.104,0.2082,0.0,0.0,0.0,0.0244,0.0,0.0207,0.0364,0.0691,0.5081,0.2979,0.0,0.0207,0.0,Technology,Asia - Developed
U62580,HSBC Portfolios - World Selection 3 (AC) - EURH U62580,15.9505,HSBC Global Asset Management  (Hong Kong) Limited,EUR,2009-10-19,USD,1216.67,2022-01-25,4,EUR,15.4674,16.8799,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0926,3.0,0.03,0.012,EUR,850.0,952.0,-0.0401999999999999,-0.044,-0.0365,0.0112,0.0579999999999999,0.0385,0.0412,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U62975,HSBC PORTFOLIOS - WORLD SELECTION 3 (AMFLX-EURH-MD-C) U62975,106.7656,HSBC Global Asset Management  (Hong Kong) Limited,EUR,2019-04-16,USD,1216.67,2022-01-25,4,EUR,105.6629,113.8816,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0,,0.03,0.012,EUR,850.0,952.0,-0.0401999999999999,-0.0441,-0.0369,0.0105,,,,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U61082,BLACKROCK EUROPEAN SPECIAL SITUATIONS FUND (CLASS A2-USD) U61082,65.81,BlackRock,USD,2002-10-14,USD,1987.8,2021-12-31,4,USD,63.96,81.95,European Equity - Broad,Growth,"Stock, Bond, Cash",0.2367,4.0,0.03,0.015,USD,1000.0,1000.0,-0.1471,-0.1545,-0.1543,-0.0148,0.1414,0.1063,0.096,0.98,0.0004,0.0196,0.0,0.0,0.0,0.0621,0.0,0.0,0.1608,0.0,0.0884,0.0739,0.0148,0.1315,0.2406,0.0,0.0,0.0271,0.1809,0.0168,0.0,0.0,0.2142,0.0,0.3631,0.3757,0.0,0.0101,0.0,0.0,0.0,0.0,Industrials,Eurozone
U62601,HSBC Portfolios - World Selection 3 (AM-EURH-MDIST-CASH) U62601,10.8907,HSBC Global Asset Management  (Hong Kong) Limited,EUR,2014-07-01,USD,1216.67,2022-01-25,4,EUR,10.7138,11.582,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0913,3.0,0.03,0.012,EUR,850.0,952.0,-0.0404,-0.0441999999999999,-0.0371,0.0098999999999999,0.0567999999999999,0.0375,,0.6279,0.2334,0.1016,0.0,5.2816,0.037,0.1013,0.0629,0.047,0.0592,0.0141,0.0277,0.0492,0.0221,0.068,0.0587,0.0132,0.1771,0.0348,0.1216,0.0145,0.016,0.0005,0.0038,0.0043,0.0014,0.0194,0.0108,0.0033,0.0387,0.0043,0.0352,0.0026,Government,Asia - Emerging
U62955,HSBC GIF- GLOBAL SHORT DURATION BOND (CLASS AM3H-RMBH-MD-C) U62955,10.514,HSBC Global Asset Management  (Hong Kong) Limited,CNY,2018-12-12,USD,429.43,2022-01-25,2,CNY,10.514,10.673,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0518,,0.02,0.005,CNY,10000.0,1600.0,-0.003,0.0003,0.0084,0.0286,0.0487,,,0.0,0.781,0.1543,0.1401,0.0142,0.0647,0.0,0.0,0.5946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684,0.0807,0.0,0.0,0.1966,0.0315,0.0,0.075,0.0092,0.0343,0.2189,0.0214,0.0207,0.1001,0.0178,0.0505,0.0107,Corporate,Eurozone
U62906,HSBC GIF - INDIA FIXED INCOME (CLASS AM3O-RMBH-MD-C) U62906,9.541,HSBC Global Asset Management  (Hong Kong) Limited,CNY,2018-08-29,USD,712.9,2022-01-25,3,CNY,9.477,10.178,Asian Fixed Income,"Bond, Cash, Others",Monthly,0.0586,,0.02,0.011,CNY,10000.0,1600.0,0.003,0.0125,0.0218,0.0229,0.0622,,,0.0,0.9582,0.0413,0.0394,0.0019,0.0005,0.0,0.0,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383,0.0199,0.0,0.0,Government,Asia - Emerging
U62726,Schroder ISF - Global High Yield (Class A-HKD-MDIST Cash) U62726,314.9401,Schroder Investment Management (HK) Ltd,HKD,2016-03-02,USD,2426.17,2022-01-25,4,HKD,314.9401,326.1097,High Yield Bond - Global,"Bond, Cash, Others",Monthly,0.0762,3.0,0.02,0.01,HKD,10000.0,1300.0,-0.015,-0.0083,-0.0079,0.025,0.0562,0.0441999999999999,,0.0,0.8154,0.1422,0.0864,0.031,0.0424,0.0,0.0,0.9566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.528,0.0267,0.0325,0.0625,0.0106,0.0161,0.1316,0.0029,0.0033,0.0087,0.0123,0.005,0.0042,Corporate,United States
U62834,Allianz US Short Duration High Income Bond (Class AM-EUR-H2-MDIST-Cash) U62834,9.61,Allianz Global Investors Asia Pacific Limited,EUR,2016-03-07,USD,1810.71,2022-01-25,4,EUR,9.61,9.92,Short Duration Fund,"Bond, Cash, Others",Monthly,0.0353,,0.02,0.0129,EUR,850.0,952.0,-0.0093999999999999,-0.0085,-0.0056999999999999,0.0172,0.0254,0.015,,0.0,0.9618,0.0319,0.0319,0.0,0.0063,0.0,0.0,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0026,0.0,0.1139,0.0,0.0,0.0465,0.0,0.0,0.0196,0.0,0.0,0.0012,Corporate,United States
U62630,Fidelity Funds - European High Yield Fund (A-MDIST-USDH-Cash) U62630,11.19,Fidelity Investment Managers,USD,2013-03-27,USD,3473.28,2021-12-31,4,USD,11.19,11.56,High Yield Bond - Europe,Value,"Stock, Bond, Cash, Others",0.0775,,0.02,0.01,USD,1000.0,1000.0,-0.0112,-0.0069999999999999,-0.0103,0.0213,0.065,0.0504999999999999,,0.0037,0.8558,0.0229,0.0268,0.0385,0.1177,0.0,0.0,0.8995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0272,0.0,0.0,0.0535,0.0012,0.0,0.2244,0.0499,0.03,0.443,0.0,0.0,0.0078,0.0129,0.014,0.0182,Corporate,Eurozone
U63066,AB-SUSTAINABLE GLOBAL THEMATIC PORTFOLIO (A-HKD-ACC) U63066,318.98,AllianceBernstein Hong Kong Limited,HKD,2009-12-02,USD,4003.62,2022-01-25,4,HKD,301.05,378.84,"ESG - Environmental, Social and Governance",Growth,Stock,0.2881,4.0,0.03,0.017,HKD,10000.0,1300.0,-0.1282,-0.1206,-0.0652,0.0003,0.1975,0.1599,0.1074,1.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.0,0.1928,0.0386,0.0297,0.0073,0.0,0.0581,0.2259,0.0,0.0,0.0107,0.2959,0.582,0.0056,0.0,0.0144,0.0,0.1035,0.142,0.0,0.0451,0.0718,0.0044,0.0311,0.0,Technology,United States
U62727,Schroder ISF - Global High Yield (Class A-USD-MDIST Cash) U62727,18.9432,Schroder Investment Management (HK) Ltd,USD,2004-11-30,USD,2426.17,2022-01-25,4,USD,18.9432,19.6195,High Yield Bond - Global,"Bond, Cash, Others",Monthly,0.0778,3.0,0.02,0.01,USD,1000.0,1000.0,-0.0133,-0.01,-0.0102,0.0204,0.0588999999999999,0.0434,0.0538999999999999,0.0,0.8154,0.1422,0.0864,0.031,0.0424,0.0,0.0,0.9566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.528,0.0267,0.0325,0.0625,0.0106,0.0161,0.1316,0.0029,0.0033,0.0087,0.0123,0.005,0.0042,Corporate,United States
U62927,Schroder ISF - Global Credit Income (A-DIST-RMB Hedged-MFC-C) U62927,697.8031,Schroder Investment Management (HK) Ltd,CNY,2016-11-30,USD,4628.73,2022-01-25,3,CNY,697.8031,735.4042,Global Fixed Income,"Bond, Cash, Others",Monthly,0.0765,,0.02,0.011,CNY,10000.0,1600.0,-0.0129,-0.0038,-0.0062,0.0192,0.0655999999999999,0.061,,0.0,0.5834,0.3776,0.368,0.0,0.039,0.0,0.0,0.8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555,0.0,0.0,0.0,0.26,0.1007,0.0053,0.0863,0.0519,0.0396,0.0323,0.0011,0.0145,0.0326,0.0429,0.0105,0.0124,Corporate,United States
U63080,CAPITAL GROUP NEW PERSPECTIVE FUND (LUX) (B-HKD-ACC) U63080,161.2,Capital International Management Company,HKD,2020-09-04,USD,16219.66,2022-01-25,4,HKD,151.29,185.52,Global Equity - Broad,Growth,"Stock, Cash, Others",0.0,4.0,0.03,0.015,HKD,10000.0,1300.0,-0.104,-0.1017,-0.0657,0.003,,,,0.9679,0.0,0.0316,0.0,0.0,0.0005,0.1134,0.006,0.0,0.1192,0.0119,0.0518,0.1035,0.0232,0.194,0.0808,0.0,0.0,0.0477,0.2156,0.5618,0.0173,0.0178,0.0347,0.005,0.0712,0.1377,0.0052,0.0658,0.0162,0.0016,0.031,0.0025,Technology,United States
U62807,JPMorgan Multi Balanced (HKD- MDIST-Cash) U62807,10.73,J.P. Morgan Asset Management,HKD,2017-03-27,USD,386.4,2021-12-31,2,HKD,10.68,11.11,Multi-Asset - Global,Value,"Stock, Bond, Cash, Others",0.068,3.0,0.03,0.0125,HKD,10000.0,1300.0,-0.0202,-0.0113,-0.0134,0.0141999999999999,0.0536,,,0.2479,0.5871,0.1183,0.0912,0.0,0.0467,0.0339,0.0496,0.4003,0.018,0.0287,0.01,0.0197,0.014,0.0151,0.0163,0.1192,0.0951,0.0198,0.0218,0.4799,0.0001,0.015,0.0074,0.0031,0.0149,0.0137,0.0004,0.0188,0.016,0.0002,0.0034,0.001,Corporate,United States
U43197,BlackRock US Dollar High Yield Bond Fund (Class A3-MDIST Cash) U43197,5.92,BlackRock,USD,2003-09-01,USD,3544.97,2021-12-31,4,USD,5.92,6.13,High Yield Bond - US,Value,"Stock, Bond, Cash, Others",0.0803,4.0,0.02,0.0125,USD,1000.0,1000.0,-0.0186,-0.0144999999999999,-0.0121,0.0166,0.0596999999999999,0.0475999999999999,0.0525,0.0169,0.9488,0.0,0.0,0.0521,0.0459,0.0,0.0,0.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.7893,0.0048,0.0274,0.0223,0.0003,0.0022,0.0852,0.0,0.001,0.0011,0.0012,0.0009,0.0014,Corporate,United States
U43198,BlackRock US Dollar High Yield Bond Fund (Class A3-MDIST Unit) U43198,5.92,BlackRock,USD,2003-09-01,USD,3544.97,2021-12-31,4,USD,5.92,6.13,High Yield Bond - US,Value,"Stock, Bond, Cash, Others",0.0803,4.0,0.02,0.0125,USD,1000.0,1000.0,-0.0186,-0.0144999999999999,-0.0121,0.0166,0.0596999999999999,0.0475999999999999,0.0525,0.0169,0.9488,0.0,0.0,0.0521,0.0459,0.0,0.0,0.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.7893,0.0048,0.0274,0.0223,0.0003,0.0022,0.0852,0.0,0.001,0.0011,0.0012,0.0009,0.0014,Corporate,United States
U62530,BlackRock Global Funds-US Dollar High Yield Bond F(A3-SGDH-MDIST-CASH) U62530,9.79,BlackRock,SGD,2011-03-09,USD,3544.97,2021-12-31,4,SGD,9.79,10.14,High Yield Bond - US,Value,"Stock, Bond, Cash, Others",0.0741,,0.02,0.0125,SGD,1500.0,1110.0,-0.0191,-0.0143,-0.0132,0.0165,0.0537,0.0407,0.0493,0.0169,0.9488,0.0,0.0,0.0521,0.0459,0.0,0.0,0.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.7893,0.0048,0.0274,0.0223,0.0003,0.0022,0.0852,0.0,0.001,0.0011,0.0012,0.0009,0.0014,Corporate,United States
U62533,BlackRock Global Funds-US Dollar High Yield Bond F(A3-NZDH-MDIST-CASH) U62533,11.02,BlackRock,NZD,2012-09-05,USD,3544.97,2021-12-31,4,NZD,11.02,11.42,High Yield Bond - US,Value,"Stock, Bond, Cash, Others",0.0697,,0.02,0.0125,NZD,1500.0,990.0,-0.0192999999999999,-0.0144,-0.0132,0.0161,0.0489,0.0421999999999999,,0.0169,0.9488,0.0,0.0,0.0521,0.0459,0.0,0.0,0.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.7893,0.0048,0.0274,0.0223,0.0003,0.0022,0.0852,0.0,0.001,0.0011,0.0012,0.0009,0.0014,Corporate,United States
U62527,BlackRock Global Funds-US Dollar High Yield Bond F(A6-USD-MDIST-CASH) U62527,4.88,BlackRock,USD,2012-02-01,USD,3544.97,2021-12-31,4,USD,4.88,5.11,High Yield Bond - US,Value,"Stock, Bond, Cash, Others",0.0801,4.0,0.02,0.0125,USD,1000.0,1000.0,-0.0195,-0.0143,-0.012,0.0174,0.0596999999999999,0.0478,,0.0169,0.9488,0.0,0.0,0.0521,0.0459,0.0,0.0,0.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.7893,0.0048,0.0274,0.0223,0.0003,0.0022,0.0852,0.0,0.001,0.0011,0.0012,0.0009,0.0014,Corporate,United States
U63003,HSBC GIF - US HIGH YIELD BOND (CLASS AM2-HKD-MDIST-CASH) U63003,9.936,HSBC Global Asset Management  (Hong Kong) Limited,HKD,2019-08-28,USD,77.62,2022-01-25,4,HKD,9.936,10.319,High Yield Bond - US,"Bond, Cash, Others",Monthly,0.0,,0.02,0.011,HKD,10000.0,1300.0,-0.0156,-0.0088,-0.009,0.02,,,,0.0,0.9385,0.0572,0.0569,0.0,0.0043,0.0,0.0,0.9428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8253,0.0,0.0252,0.0105,0.0,0.0,0.0341,0.0,0.0,0.0139,0.0,0.0125,0.0165,Corporate,United States
